contrat_id,client_id,produit_id,type_produit,date_souscription,date_effet,date_echeance,prime_mensuelle,capital_assure,franchise,statut,mode_paiement,loaded_at
CTR_006371,CLI_002574,PROD_Habitation_04,Habitation,2024-08-06,2024-08-06,2027-07-22,58.71,216788.64,500,Actif,Virement,2026-02-15 18:34:23.817348
CTR_006372,CLI_002575,PROD_Auto_02,Auto,2024-11-15,2024-11-15,2027-10-31,58.54,27982.27,300,Actif,Virement,2026-02-15 18:34:23.817934
CTR_006373,CLI_002575,PROD_Vie_03,Vie,2024-12-25,2024-12-25,2028-12-04,191.65,284053.23,0,Actif,Virement,2026-02-15 18:34:23.818163
CTR_006374,CLI_002575,PROD_Épargne_05,Épargne,2024-12-14,2024-12-14,2029-11-18,106.64,20838.82,0,Résilié,Prélèvement,2026-02-15 18:34:23.818351
CTR_006375,CLI_002575,PROD_Vie_01,Vie,2024-12-03,2024-12-03,2025-11-28,291.33,54668.92,0,Actif,Carte,2026-02-15 18:34:23.819451
CTR_006376,CLI_002576,PROD_Santé_04,Santé,2024-09-16,2024-09-16,2025-09-11,77.73,0.0,0,Actif,Prélèvement,2026-02-15 18:34:23.821199
CTR_006377,CLI_002576,PROD_Vie_05,Vie,2024-08-03,2024-08-03,2029-07-08,137.94,350453.7,0,Actif,Carte,2026-02-15 18:34:23.821976
CTR_006378,CLI_002576,PROD_Épargne_04,Épargne,2024-09-05,2024-09-05,2028-08-15,660.02,20154.86,0,Résilié,Prélèvement,2026-02-15 18:34:23.822564
CTR_006379,CLI_002576,PROD_Auto_04,Auto,2024-11-09,2024-11-09,2028-10-19,55.91,24946.82,300,Actif,Carte,2026-02-15 18:34:23.823054
CTR_006380,CLI_002577,PROD_Santé_01,Santé,2023-05-22,2023-05-22,2024-05-16,104.15,0.0,0,Actif,Carte,2026-02-15 18:34:23.823912
CTR_006381,CLI_002577,PROD_Épargne_05,Épargne,2024-04-08,2024-04-08,2027-03-24,474.97,55931.15,0,Actif,Carte,2026-02-15 18:34:23.824182
CTR_006382,CLI_002577,PROD_Vie_05,Vie,2023-10-31,2023-10-31,2027-10-10,176.74,59908.22,0,Actif,Prélèvement,2026-02-15 18:34:23.824469
CTR_006383,CLI_002578,PROD_Habitation_03,Habitation,2023-12-28,2023-12-28,2026-12-12,91.35,140593.26,1000,Actif,Virement,2026-02-15 18:34:23.825224
CTR_006384,CLI_002578,PROD_Vie_01,Vie,2022-03-16,2022-03-16,2027-02-18,350.53,123766.33,0,Actif,Virement,2026-02-15 18:34:23.825479
CTR_006385,CLI_002579,PROD_Habitation_02,Habitation,2023-07-02,2023-07-02,2027-06-11,37.53,60371.35,1000,Actif,Virement,2026-02-15 18:34:23.826188
CTR_006386,CLI_002580,PROD_Vie_05,Vie,2022-12-05,2022-12-05,2025-11-19,124.03,111126.14,0,Résilié,Carte,2026-02-15 18:34:23.826846
CTR_006387,CLI_002580,PROD_Vie_01,Vie,2023-10-03,2023-10-03,2028-09-06,429.67,278346.65,0,Actif,Carte,2026-02-15 18:34:23.827082
CTR_006388,CLI_002580,PROD_Épargne_01,Épargne,2023-02-27,2023-02-27,2026-02-11,232.12,22728.22,0,Actif,Carte,2026-02-15 18:34:23.827307
CTR_006389,CLI_002581,PROD_Vie_03,Vie,2023-10-07,2023-10-07,2024-10-01,316.66,272579.8,0,Résilié,Prélèvement,2026-02-15 18:34:23.827978
CTR_006390,CLI_002581,PROD_Vie_03,Vie,2023-06-19,2023-06-19,2026-06-03,481.75,347899.48,0,Actif,Virement,2026-02-15 18:34:23.828213
CTR_006391,CLI_002581,PROD_Épargne_02,Épargne,2023-11-11,2023-11-11,2026-10-26,223.58,63977.15,0,Actif,Carte,2026-02-15 18:34:23.828436
CTR_006392,CLI_002582,PROD_Habitation_04,Habitation,2024-06-13,2024-06-13,2027-05-29,77.91,201765.16,300,Actif,Prélèvement,2026-02-15 18:34:23.829428
CTR_006393,CLI_002582,PROD_Santé_04,Santé,2024-04-18,2024-04-18,2025-04-13,145.54,0.0,0,Actif,Virement,2026-02-15 18:34:23.829685
CTR_006394,CLI_002583,PROD_Auto_04,Auto,2024-10-27,2024-10-27,2029-10-01,124.68,14287.43,500,Résilié,Carte,2026-02-15 18:34:23.830333
CTR_006395,CLI_002583,PROD_Auto_01,Auto,2024-01-21,2024-01-21,2025-01-15,52.32,13461.6,200,Résilié,Carte,2026-02-15 18:34:23.830579
CTR_006396,CLI_002584,PROD_Vie_04,Vie,2024-04-03,2024-04-03,2028-03-13,244.77,422941.99,0,Actif,Carte,2026-02-15 18:34:23.831226
CTR_006397,CLI_002585,PROD_Auto_05,Auto,2024-12-29,2024-12-29,2028-12-08,77.41,17542.47,300,Actif,Prélèvement,2026-02-15 18:34:23.831771
CTR_006398,CLI_002585,PROD_Auto_03,Auto,2024-12-23,2024-12-23,2027-12-08,42.89,26340.05,300,Actif,Carte,2026-02-15 18:34:23.831940
CTR_006399,CLI_002585,PROD_Habitation_05,Habitation,2024-12-30,2024-12-30,2029-12-04,99.46,251802.64,300,Actif,Virement,2026-02-15 18:34:23.832105
CTR_006400,CLI_002586,PROD_Vie_05,Vie,2023-08-25,2023-08-25,2028-07-29,205.03,302186.81,0,Résilié,Virement,2026-02-15 18:34:23.832740
CTR_006401,CLI_002586,PROD_Auto_04,Auto,2024-02-14,2024-02-14,2025-02-08,136.85,35855.63,1000,Actif,Virement,2026-02-15 18:34:23.832927
CTR_006402,CLI_002586,PROD_Auto_01,Auto,2023-12-11,2023-12-11,2028-11-14,109.94,26426.53,1000,Actif,Virement,2026-02-15 18:34:23.833051
CTR_006403,CLI_002586,PROD_Santé_02,Santé,2023-09-01,2023-09-01,2025-08-21,119.95,0.0,0,Actif,Prélèvement,2026-02-15 18:34:23.833163
CTR_006404,CLI_002587,PROD_Épargne_02,Épargne,2024-05-23,2024-05-23,2028-05-02,384.55,79316.97,0,Actif,Carte,2026-02-15 18:34:23.833790
CTR_006405,CLI_002587,PROD_Épargne_01,Épargne,2024-08-14,2024-08-14,2029-07-19,847.64,43359.02,0,Actif,Carte,2026-02-15 18:34:23.834019
CTR_006406,CLI_002587,PROD_Auto_02,Auto,2024-09-12,2024-09-12,2029-08-17,112.02,39189.09,300,Actif,Prélèvement,2026-02-15 18:34:23.834232
CTR_006407,CLI_002587,PROD_Habitation_04,Habitation,2023-10-13,2023-10-13,2024-10-07,71.45,95109.79,300,Actif,Prélèvement,2026-02-15 18:34:23.834457
CTR_006408,CLI_002588,PROD_Vie_05,Vie,2023-05-25,2023-05-25,2025-05-14,378.3,89271.01,0,Actif,Prélèvement,2026-02-15 18:34:23.835142
CTR_006409,CLI_002588,PROD_Auto_02,Auto,2024-03-06,2024-03-06,2028-02-14,112.54,18704.0,200,Résilié,Virement,2026-02-15 18:34:23.835384
CTR_006410,CLI_002588,PROD_Épargne_04,Épargne,2023-05-26,2023-05-26,2026-05-10,739.72,95632.76,0,Actif,Prélèvement,2026-02-15 18:34:23.835599
CTR_006411,CLI_002589,PROD_Habitation_01,Habitation,2024-12-02,2024-12-02,2029-11-06,54.49,150456.75,500,Actif,Virement,2026-02-15 18:34:23.836934
CTR_006412,CLI_002589,PROD_Santé_01,Santé,2024-11-21,2024-11-21,2025-11-16,72.01,0.0,0,Actif,Virement,2026-02-15 18:34:23.837661
CTR_006413,CLI_002590,PROD_Santé_03,Santé,2023-01-23,2023-01-23,2026-01-07,102.92,0.0,0,Actif,Virement,2026-02-15 18:34:23.839041
CTR_006414,CLI_002590,PROD_Santé_03,Santé,2022-10-03,2022-10-03,2023-09-28,57.82,0.0,0,Actif,Virement,2026-02-15 18:34:23.839619
CTR_006415,CLI_002591,PROD_Auto_02,Auto,2022-12-31,2022-12-31,2024-12-20,76.78,15121.48,200,Résilié,Virement,2026-02-15 18:34:23.840668
CTR_006416,CLI_002592,PROD_Auto_01,Auto,2024-08-19,2024-08-19,2028-07-29,144.14,14614.73,500,Actif,Virement,2026-02-15 18:34:23.841527
CTR_006417,CLI_002592,PROD_Santé_03,Santé,2024-06-18,2024-06-18,2027-06-03,98.06,0.0,0,Résilié,Carte,2026-02-15 18:34:23.841999
CTR_006418,CLI_002592,PROD_Santé_03,Santé,2024-12-17,2024-12-17,2029-11-21,102.26,0.0,0,Actif,Carte,2026-02-15 18:34:23.842325
CTR_006419,CLI_002593,PROD_Vie_02,Vie,2024-08-09,2024-08-09,2029-07-14,215.58,158948.21,0,Actif,Carte,2026-02-15 18:34:23.843118
CTR_006420,CLI_002593,PROD_Santé_04,Santé,2023-06-28,2023-06-28,2025-06-17,146.82,0.0,0,Actif,Virement,2026-02-15 18:34:23.843314
CTR_006421,CLI_002594,PROD_Habitation_04,Habitation,2024-08-01,2024-08-01,2029-07-06,26.67,247455.59,1000,Actif,Virement,2026-02-15 18:34:23.843910
CTR_006422,CLI_002594,PROD_Vie_05,Vie,2024-12-27,2024-12-27,2028-12-06,392.01,371749.61,0,Actif,Virement,2026-02-15 18:34:23.844098
CTR_006423,CLI_002594,PROD_Auto_01,Auto,2024-05-22,2024-05-22,2025-05-17,63.63,33880.37,200,Actif,Prélèvement,2026-02-15 18:34:23.844266
CTR_006424,CLI_002595,PROD_Santé_05,Santé,2024-02-03,2024-02-03,2026-01-23,148.72,0.0,0,Actif,Carte,2026-02-15 18:34:23.845036
CTR_006425,CLI_002595,PROD_Épargne_03,Épargne,2024-07-12,2024-07-12,2025-07-07,623.86,17350.75,0,Actif,Prélèvement,2026-02-15 18:34:23.845241
CTR_006426,CLI_002595,PROD_Vie_01,Vie,2024-08-16,2024-08-16,2029-07-21,160.53,466446.33,0,Actif,Prélèvement,2026-02-15 18:34:23.845424
CTR_006427,CLI_002595,PROD_Vie_02,Vie,2024-07-07,2024-07-07,2025-07-02,268.89,239787.59,0,Actif,Prélèvement,2026-02-15 18:34:23.845766
CTR_006428,CLI_002596,PROD_Auto_05,Auto,2024-03-26,2024-03-26,2026-03-16,111.36,36717.15,300,Actif,Carte,2026-02-15 18:34:23.846401
CTR_006429,CLI_002596,PROD_Habitation_02,Habitation,2024-01-27,2024-01-27,2027-01-11,47.58,62916.67,500,Actif,Virement,2026-02-15 18:34:23.846710
CTR_006430,CLI_002596,PROD_Épargne_01,Épargne,2023-12-20,2023-12-20,2028-11-23,178.95,12627.24,0,Actif,Carte,2026-02-15 18:34:23.847014
CTR_006431,CLI_002596,PROD_Habitation_04,Habitation,2023-04-14,2023-04-14,2025-04-03,80.54,79269.63,1000,Actif,Carte,2026-02-15 18:34:23.847182
CTR_006432,CLI_002597,PROD_Habitation_01,Habitation,2024-11-17,2024-11-17,2025-11-12,25.29,185934.87,1000,Résilié,Virement,2026-02-15 18:34:23.847835
CTR_006433,CLI_002597,PROD_Vie_03,Vie,2024-10-25,2024-10-25,2029-09-29,434.79,202727.83,0,Actif,Carte,2026-02-15 18:34:23.848024
CTR_006434,CLI_002597,PROD_Habitation_05,Habitation,2024-12-14,2024-12-14,2027-11-29,21.29,201921.77,300,Actif,Prélèvement,2026-02-15 18:34:23.848148
CTR_006435,CLI_002597,PROD_Habitation_02,Habitation,2024-10-24,2024-10-24,2027-10-09,48.04,142977.36,500,Actif,Carte,2026-02-15 18:34:23.848328
CTR_006436,CLI_002598,PROD_Épargne_03,Épargne,2024-05-19,2024-05-19,2027-05-04,904.04,87828.56,0,Actif,Carte,2026-02-15 18:34:23.848970
CTR_006437,CLI_002598,PROD_Santé_04,Santé,2024-10-02,2024-10-02,2029-09-06,176.13,0.0,0,Résilié,Prélèvement,2026-02-15 18:34:23.849127
CTR_006438,CLI_002599,PROD_Habitation_05,Habitation,2023-04-15,2023-04-15,2024-04-09,63.07,169140.56,300,Actif,Virement,2026-02-15 18:34:23.849712
CTR_006439,CLI_002599,PROD_Habitation_03,Habitation,2023-02-03,2023-02-03,2026-01-18,76.91,107722.49,1000,Actif,Carte,2026-02-15 18:34:23.849954
CTR_006440,CLI_002599,PROD_Vie_02,Vie,2024-11-15,2024-11-15,2028-10-25,114.0,124746.08,0,Résilié,Carte,2026-02-15 18:34:23.850134
CTR_006441,CLI_002599,PROD_Vie_03,Vie,2024-10-27,2024-10-27,2029-10-01,209.82,183899.84,0,Résilié,Virement,2026-02-15 18:34:23.850335
CTR_006442,CLI_002600,PROD_Vie_04,Vie,2024-06-03,2024-06-03,2028-05-13,339.82,201190.31,0,Résilié,Carte,2026-02-15 18:34:23.850921
CTR_006443,CLI_002600,PROD_Santé_03,Santé,2024-06-26,2024-06-26,2025-06-21,89.37,0.0,0,Actif,Carte,2026-02-15 18:34:23.851067
CTR_006444,CLI_002601,PROD_Auto_02,Auto,2023-09-12,2023-09-12,2028-08-16,111.91,22066.15,200,Résilié,Prélèvement,2026-02-15 18:34:23.851499
CTR_006445,CLI_002601,PROD_Épargne_02,Épargne,2024-10-17,2024-10-17,2026-10-07,192.39,67856.24,0,Actif,Carte,2026-02-15 18:34:23.851708
CTR_006446,CLI_002601,PROD_Habitation_03,Habitation,2024-05-15,2024-05-15,2028-04-24,72.2,129201.86,300,Actif,Virement,2026-02-15 18:34:23.852124
CTR_006447,CLI_002602,PROD_Santé_03,Santé,2022-04-13,2022-04-13,2026-03-23,199.16,0.0,0,Résilié,Prélèvement,2026-02-15 18:34:23.853836
CTR_006448,CLI_002602,PROD_Épargne_01,Épargne,2022-07-05,2022-07-05,2023-06-30,158.78,54810.38,0,Actif,Carte,2026-02-15 18:34:23.854265
CTR_006449,CLI_002602,PROD_Auto_01,Auto,2024-11-07,2024-11-07,2025-11-02,96.58,45514.83,1000,Actif,Carte,2026-02-15 18:34:23.854740
CTR_006450,CLI_002603,PROD_Santé_05,Santé,2024-12-25,2024-12-25,2025-12-20,138.81,0.0,0,Actif,Carte,2026-02-15 18:34:23.856504
CTR_006451,CLI_002604,PROD_Vie_04,Vie,2024-12-25,2024-12-25,2027-12-10,121.15,117055.8,0,Actif,Carte,2026-02-15 18:34:23.857534
CTR_006452,CLI_002604,PROD_Santé_01,Santé,2024-12-19,2024-12-19,2029-11-23,84.43,0.0,0,Actif,Virement,2026-02-15 18:34:23.857817
CTR_006453,CLI_002605,PROD_Auto_02,Auto,2023-08-04,2023-08-04,2024-07-29,120.72,26091.71,500,Résilié,Prélèvement,2026-02-15 18:34:23.858623
CTR_006454,CLI_002606,PROD_Auto_03,Auto,2024-08-18,2024-08-18,2029-07-23,96.22,16892.94,500,Actif,Prélèvement,2026-02-15 18:34:23.859356
CTR_006455,CLI_002606,PROD_Santé_03,Santé,2024-09-14,2024-09-14,2029-08-19,86.1,0.0,0,Actif,Prélèvement,2026-02-15 18:34:23.859653
CTR_006456,CLI_002606,PROD_Habitation_02,Habitation,2024-09-30,2024-09-30,2026-09-20,62.11,145724.64,1000,Actif,Carte,2026-02-15 18:34:23.859889
CTR_006457,CLI_002607,PROD_Épargne_05,Épargne,2024-11-24,2024-11-24,2029-10-29,391.57,60744.16,0,Actif,Prélèvement,2026-02-15 18:34:23.860571
CTR_006458,CLI_002607,PROD_Auto_05,Auto,2024-12-22,2024-12-22,2027-12-07,111.47,41659.25,1000,Actif,Carte,2026-02-15 18:34:23.860812
CTR_006459,CLI_002607,PROD_Auto_05,Auto,2024-12-14,2024-12-14,2026-12-04,146.21,39846.66,500,Actif,Carte,2026-02-15 18:34:23.861036
CTR_006460,CLI_002607,PROD_Auto_01,Auto,2024-12-18,2024-12-18,2028-11-27,42.47,37410.99,300,Actif,Virement,2026-02-15 18:34:23.861260
CTR_006461,CLI_002608,PROD_Épargne_01,Épargne,2024-12-02,2024-12-02,2029-11-06,819.52,46367.54,0,Actif,Virement,2026-02-15 18:34:23.862010
CTR_006462,CLI_002608,PROD_Épargne_03,Épargne,2024-12-03,2024-12-03,2027-11-18,261.15,30211.6,0,Actif,Prélèvement,2026-02-15 18:34:23.862245
CTR_006463,CLI_002609,PROD_Auto_05,Auto,2024-12-05,2024-12-05,2028-11-14,148.05,25684.79,200,Actif,Carte,2026-02-15 18:34:23.862887
CTR_006464,CLI_002609,PROD_Auto_05,Auto,2024-12-04,2024-12-04,2029-11-08,58.98,33412.74,300,Résilié,Virement,2026-02-15 18:34:23.863129
CTR_006465,CLI_002609,PROD_Auto_02,Auto,2024-12-09,2024-12-09,2028-11-18,132.83,23936.09,500,Actif,Prélèvement,2026-02-15 18:34:23.863349
CTR_006466,CLI_002609,PROD_Habitation_04,Habitation,2024-12-27,2024-12-27,2025-12-22,22.23,159803.15,500,Actif,Carte,2026-02-15 18:34:23.863625
CTR_006467,CLI_002610,PROD_Santé_05,Santé,2024-05-07,2024-05-07,2028-04-16,150.06,0.0,0,Actif,Carte,2026-02-15 18:34:23.864332
CTR_006468,CLI_002611,PROD_Auto_04,Auto,2022-09-17,2022-09-17,2023-09-12,70.55,40111.22,300,Actif,Carte,2026-02-15 18:34:23.864905
CTR_006469,CLI_002611,PROD_Santé_03,Santé,2023-12-23,2023-12-23,2024-12-17,57.59,0.0,0,Actif,Carte,2026-02-15 18:34:23.865076
CTR_006470,CLI_002611,PROD_Habitation_02,Habitation,2023-02-13,2023-02-13,2027-01-23,21.22,85574.49,500,Actif,Prélèvement,2026-02-15 18:34:23.865252
CTR_006471,CLI_002611,PROD_Vie_04,Vie,2023-11-27,2023-11-27,2024-11-21,365.02,211151.83,0,Actif,Carte,2026-02-15 18:34:23.865433
CTR_006472,CLI_002612,PROD_Auto_03,Auto,2024-03-02,2024-03-02,2025-02-25,110.44,42579.06,500,Actif,Prélèvement,2026-02-15 18:34:23.866066
CTR_006473,CLI_002612,PROD_Santé_03,Santé,2024-03-19,2024-03-19,2025-03-14,76.42,0.0,0,Actif,Virement,2026-02-15 18:34:23.866257
CTR_006474,CLI_002612,PROD_Vie_04,Vie,2024-10-02,2024-10-02,2026-09-22,170.0,428117.03,0,Résilié,Virement,2026-02-15 18:34:23.866446
CTR_006475,CLI_002613,PROD_Vie_02,Vie,2024-12-30,2024-12-30,2026-12-20,420.97,418740.15,0,Actif,Virement,2026-02-15 18:34:23.867061
CTR_006476,CLI_002613,PROD_Habitation_02,Habitation,2024-07-14,2024-07-14,2027-06-29,21.1,207477.73,500,Résilié,Carte,2026-02-15 18:34:23.867260
CTR_006477,CLI_002613,PROD_Auto_04,Auto,2024-12-04,2024-12-04,2028-11-13,88.23,39244.98,300,Actif,Carte,2026-02-15 18:34:23.867446
CTR_006478,CLI_002613,PROD_Habitation_03,Habitation,2024-03-10,2024-03-10,2028-02-18,76.58,133511.86,1000,Actif,Carte,2026-02-15 18:34:23.867663
CTR_006479,CLI_002614,PROD_Vie_02,Vie,2024-11-24,2024-11-24,2028-11-03,356.52,275486.33,0,Actif,Carte,2026-02-15 18:34:23.868260
CTR_006480,CLI_002614,PROD_Vie_04,Vie,2024-01-01,2024-01-01,2025-12-21,345.95,52015.14,0,Actif,Virement,2026-02-15 18:34:23.868468
CTR_006481,CLI_002614,PROD_Épargne_05,Épargne,2024-09-05,2024-09-05,2029-08-10,174.28,70600.94,0,Actif,Virement,2026-02-15 18:34:23.868969
CTR_006482,CLI_002615,PROD_Auto_03,Auto,2024-10-22,2024-10-22,2026-10-12,43.87,28087.71,1000,Actif,Carte,2026-02-15 18:34:23.869892
CTR_006483,CLI_002615,PROD_Auto_01,Auto,2024-07-19,2024-07-19,2025-07-14,101.67,28795.78,200,Actif,Prélèvement,2026-02-15 18:34:23.870163
CTR_006484,CLI_002616,PROD_Santé_01,Santé,2024-12-30,2024-12-30,2025-12-25,56.96,0.0,0,Actif,Prélèvement,2026-02-15 18:34:23.871363
CTR_006485,CLI_002616,PROD_Vie_02,Vie,2024-12-23,2024-12-23,2028-12-02,415.3,397899.81,0,Actif,Virement,2026-02-15 18:34:23.871603
CTR_006486,CLI_002616,PROD_Auto_05,Auto,2024-12-25,2024-12-25,2028-12-04,143.26,48378.67,200,Actif,Prélèvement,2026-02-15 18:34:23.871970
CTR_006487,CLI_002616,PROD_Habitation_04,Habitation,2024-12-24,2024-12-24,2025-12-19,26.03,128324.81,1000,Actif,Virement,2026-02-15 18:34:23.872314
CTR_006488,CLI_002617,PROD_Épargne_04,Épargne,2024-04-14,2024-04-14,2026-04-04,544.34,26101.81,0,Actif,Prélèvement,2026-02-15 18:34:23.873124
CTR_006489,CLI_002617,PROD_Santé_05,Santé,2024-06-11,2024-06-11,2027-05-27,79.03,0.0,0,Actif,Prélèvement,2026-02-15 18:34:23.873497
CTR_006490,CLI_002618,PROD_Vie_03,Vie,2023-02-02,2023-02-02,2027-01-12,236.39,478622.79,0,Résilié,Carte,2026-02-15 18:34:23.874555
CTR_006491,CLI_002618,PROD_Vie_04,Vie,2022-12-21,2022-12-21,2026-11-30,241.15,425648.14,0,Actif,Prélèvement,2026-02-15 18:34:23.874854
CTR_006492,CLI_002619,PROD_Habitation_01,Habitation,2024-12-26,2024-12-26,2028-12-05,28.75,82163.06,500,Actif,Carte,2026-02-15 18:34:23.875540
CTR_006493,CLI_002619,PROD_Épargne_03,Épargne,2024-11-27,2024-11-27,2025-11-22,727.93,75140.8,0,Actif,Virement,2026-02-15 18:34:23.875686
CTR_006494,CLI_002619,PROD_Vie_04,Vie,2024-12-06,2024-12-06,2026-11-26,272.35,73053.2,0,Actif,Virement,2026-02-15 18:34:23.875890
CTR_006495,CLI_002619,PROD_Santé_01,Santé,2024-12-27,2024-12-27,2025-12-22,71.74,0.0,0,Actif,Prélèvement,2026-02-15 18:34:23.876106
CTR_006496,CLI_002620,PROD_Auto_03,Auto,2024-04-15,2024-04-15,2025-04-10,33.49,33408.93,200,Actif,Prélèvement,2026-02-15 18:34:23.876831
CTR_006497,CLI_002621,PROD_Auto_04,Auto,2024-09-15,2024-09-15,2029-08-20,149.44,18873.16,500,Actif,Virement,2026-02-15 18:34:23.877399
CTR_006498,CLI_002621,PROD_Santé_04,Santé,2024-12-12,2024-12-12,2028-11-21,114.37,0.0,0,Actif,Prélèvement,2026-02-15 18:34:23.877653
CTR_006499,CLI_002621,PROD_Auto_03,Auto,2024-04-14,2024-04-14,2028-03-24,141.9,17512.96,300,Actif,Virement,2026-02-15 18:34:23.877788
CTR_006500,CLI_002622,PROD_Auto_02,Auto,2024-05-23,2024-05-23,2027-05-08,138.85,17611.28,1000,Actif,Prélèvement,2026-02-15 18:34:23.878234
CTR_006501,CLI_002622,PROD_Vie_03,Vie,2024-12-27,2024-12-27,2028-12-06,362.52,65392.45,0,Actif,Virement,2026-02-15 18:34:23.878437
CTR_006502,CLI_002623,PROD_Santé_03,Santé,2024-07-12,2024-07-12,2027-06-27,143.36,0.0,0,Résilié,Prélèvement,2026-02-15 18:34:23.878961
CTR_006503,CLI_002624,PROD_Habitation_03,Habitation,2024-12-05,2024-12-05,2028-11-14,79.54,168085.49,1000,Actif,Carte,2026-02-15 18:34:23.879501
CTR_006504,CLI_002625,PROD_Vie_04,Vie,2024-06-13,2024-06-13,2028-05-23,300.55,356093.56,0,Actif,Prélèvement,2026-02-15 18:34:23.879989
CTR_006505,CLI_002626,PROD_Épargne_04,Épargne,2024-07-04,2024-07-04,2026-06-24,759.23,45872.54,0,Actif,Carte,2026-02-15 18:34:23.880450
CTR_006506,CLI_002626,PROD_Santé_03,Santé,2024-07-13,2024-07-13,2025-07-08,198.04,0.0,0,Résilié,Prélèvement,2026-02-15 18:34:23.880590
CTR_006507,CLI_002626,PROD_Vie_03,Vie,2022-12-23,2022-12-23,2026-12-02,175.51,124871.36,0,Actif,Carte,2026-02-15 18:34:23.880815
CTR_006508,CLI_002627,PROD_Santé_05,Santé,2024-12-25,2024-12-25,2026-12-15,176.37,0.0,0,Résilié,Virement,2026-02-15 18:34:23.882756
CTR_006509,CLI_002627,PROD_Épargne_05,Épargne,2024-12-21,2024-12-21,2025-12-16,445.78,27941.57,0,Actif,Carte,2026-02-15 18:34:23.883041
CTR_006510,CLI_002627,PROD_Habitation_04,Habitation,2024-11-30,2024-11-30,2025-11-25,67.63,187702.26,1000,Actif,Prélèvement,2026-02-15 18:34:23.883306
CTR_006511,CLI_002627,PROD_Vie_02,Vie,2024-12-10,2024-12-10,2026-11-30,417.4,87239.33,0,Actif,Prélèvement,2026-02-15 18:34:23.883521
CTR_006512,CLI_002628,PROD_Auto_05,Auto,2024-12-27,2024-12-27,2029-12-01,114.52,11257.95,500,Actif,Virement,2026-02-15 18:34:23.884308
CTR_006513,CLI_002628,PROD_Épargne_05,Épargne,2024-12-30,2024-12-30,2028-12-09,372.49,64337.99,0,Actif,Virement,2026-02-15 18:34:23.884543
CTR_006514,CLI_002628,PROD_Auto_05,Auto,2024-12-30,2024-12-30,2027-12-15,63.17,33508.01,200,Actif,Prélèvement,2026-02-15 18:34:23.884765
CTR_006515,CLI_002629,PROD_Épargne_05,Épargne,2024-07-15,2024-07-15,2029-06-19,815.28,54341.54,0,Actif,Virement,2026-02-15 18:34:23.886175
CTR_006516,CLI_002629,PROD_Auto_01,Auto,2024-05-27,2024-05-27,2026-05-17,46.15,36952.83,200,Actif,Virement,2026-02-15 18:34:23.886480
CTR_006517,CLI_002629,PROD_Habitation_03,Habitation,2023-11-07,2023-11-07,2026-10-22,26.12,219343.62,300,Actif,Prélèvement,2026-02-15 18:34:23.886745
CTR_006518,CLI_002629,PROD_Auto_03,Auto,2024-06-21,2024-06-21,2027-06-06,148.22,29414.38,1000,Résilié,Prélèvement,2026-02-15 18:34:23.887015
CTR_006519,CLI_002630,PROD_Santé_03,Santé,2024-05-05,2024-05-05,2028-04-14,79.7,0.0,0,Actif,Virement,2026-02-15 18:34:23.887944
CTR_006520,CLI_002630,PROD_Épargne_01,Épargne,2024-09-20,2024-09-20,2027-09-05,510.6,17100.83,0,Actif,Virement,2026-02-15 18:34:23.889339
CTR_006521,CLI_002630,PROD_Santé_02,Santé,2024-01-25,2024-01-25,2028-01-04,80.56,0.0,0,Actif,Virement,2026-02-15 18:34:23.889826
CTR_006522,CLI_002631,PROD_Épargne_05,Épargne,2024-05-26,2024-05-26,2027-05-11,802.76,98504.32,0,Résilié,Prélèvement,2026-02-15 18:34:23.891800
CTR_006523,CLI_002631,PROD_Habitation_03,Habitation,2024-02-03,2024-02-03,2028-01-13,36.13,229022.48,1000,Actif,Virement,2026-02-15 18:34:23.892129
CTR_006524,CLI_002631,PROD_Épargne_01,Épargne,2024-08-27,2024-08-27,2028-08-06,457.98,94205.0,0,Actif,Carte,2026-02-15 18:34:23.892348
CTR_006525,CLI_002632,PROD_Santé_02,Santé,2024-11-28,2024-11-28,2029-11-02,71.54,0.0,0,Résilié,Carte,2026-02-15 18:34:23.893144
CTR_006526,CLI_002632,PROD_Habitation_04,Habitation,2024-05-23,2024-05-23,2025-05-18,74.38,138415.1,300,Actif,Virement,2026-02-15 18:34:23.893368
CTR_006527,CLI_002632,PROD_Vie_02,Vie,2024-04-23,2024-04-23,2027-04-08,488.62,380008.68,0,Actif,Carte,2026-02-15 18:34:23.893784
CTR_006528,CLI_002633,PROD_Épargne_01,Épargne,2024-04-29,2024-04-29,2025-04-24,118.96,51762.24,0,Actif,Virement,2026-02-15 18:34:23.894652
CTR_006529,CLI_002633,PROD_Épargne_01,Épargne,2024-02-14,2024-02-14,2025-02-08,829.99,71785.96,0,Actif,Prélèvement,2026-02-15 18:34:23.894914
CTR_006530,CLI_002633,PROD_Habitation_05,Habitation,2024-06-28,2024-06-28,2029-06-02,20.16,63512.69,300,Actif,Carte,2026-02-15 18:34:23.895143
CTR_006531,CLI_002633,PROD_Épargne_02,Épargne,2024-03-08,2024-03-08,2029-02-10,924.33,22887.79,0,Résilié,Prélèvement,2026-02-15 18:34:23.895717
CTR_006532,CLI_002634,PROD_Vie_04,Vie,2024-12-13,2024-12-13,2026-12-03,381.02,362084.26,0,Actif,Carte,2026-02-15 18:34:23.897485
