prime_id,contrat_id,date_echeance,montant_prime,date_paiement,statut_paiement,loaded_at
PRM_00044848,CTR_004825,2024-10-12,386.0,2024-10-12,Payé,2026-02-15 18:34:36.722005
PRM_00044849,CTR_004825,2024-11-11,386.0,2024-11-12,Payé,2026-02-15 18:34:36.722031
PRM_00044850,CTR_004825,2024-12-11,386.0,2024-12-12,Payé,2026-02-15 18:34:36.722070
PRM_00044851,CTR_004826,2024-08-13,145.29,2024-08-13,Payé,2026-02-15 18:34:36.722466
PRM_00044852,CTR_004826,2024-09-12,145.29,2024-09-14,Payé,2026-02-15 18:34:36.722514
PRM_00044853,CTR_004826,2024-10-12,145.29,2024-10-17,Payé,2026-02-15 18:34:36.722557
PRM_00044854,CTR_004826,2024-11-11,145.29,2024-11-15,Payé,2026-02-15 18:34:36.722599
PRM_00044855,CTR_004826,2024-12-11,145.29,2024-12-14,Payé,2026-02-15 18:34:36.722642
PRM_00044856,CTR_004827,2024-12-05,105.95,2024-12-08,Payé,2026-02-15 18:34:36.723073
PRM_00044857,CTR_004828,2024-12-30,330.74,2025-01-03,Payé,2026-02-15 18:34:36.723398
PRM_00044858,CTR_004829,2024-09-01,125.63,2024-09-06,Payé,2026-02-15 18:34:36.723709
PRM_00044859,CTR_004829,2024-10-01,125.63,2024-10-04,Payé,2026-02-15 18:34:36.723759
PRM_00044860,CTR_004829,2024-10-31,125.63,2024-11-01,Payé,2026-02-15 18:34:36.723804
PRM_00044861,CTR_004829,2024-11-30,125.63,2024-12-03,Payé,2026-02-15 18:34:36.723843
PRM_00044862,CTR_004829,2024-12-30,125.63,2025-01-01,Payé,2026-02-15 18:34:36.723866
PRM_00044863,CTR_004830,2024-10-31,128.63,2024-11-01,Payé,2026-02-15 18:34:36.724205
PRM_00044864,CTR_004830,2024-11-30,128.63,2024-12-05,Payé,2026-02-15 18:34:36.724255
PRM_00044865,CTR_004830,2024-12-30,128.63,2025-01-04,Payé,2026-02-15 18:34:36.724297
PRM_00044866,CTR_004831,2024-10-28,328.89,2024-10-29,Payé,2026-02-15 18:34:36.724647
PRM_00044867,CTR_004831,2024-11-27,328.89,2024-11-29,Payé,2026-02-15 18:34:36.724728
PRM_00044868,CTR_004831,2024-12-27,328.89,2025-01-25,Retard,2026-02-15 18:34:36.724781
PRM_00044869,CTR_004832,2024-08-23,333.4,2024-08-28,Payé,2026-02-15 18:34:36.725110
PRM_00044870,CTR_004832,2024-09-22,333.4,2024-09-26,Payé,2026-02-15 18:34:36.725146
PRM_00044871,CTR_004832,2024-10-22,333.4,2024-10-24,Payé,2026-02-15 18:34:36.725188
PRM_00044872,CTR_004832,2024-11-21,333.4,2024-11-25,Payé,2026-02-15 18:34:36.725228
PRM_00044873,CTR_004832,2024-12-21,333.4,2024-12-25,Payé,2026-02-15 18:34:36.725270
PRM_00044874,CTR_004833,2024-12-28,564.59,2024-12-31,Payé,2026-02-15 18:34:36.725545
PRM_00044875,CTR_004834,2024-12-05,322.22,2024-12-06,Payé,2026-02-15 18:34:36.725754
PRM_00044876,CTR_004835,2024-12-18,51.83,2024-12-22,Payé,2026-02-15 18:34:36.726025
PRM_00044877,CTR_004836,2024-10-16,159.86,2024-10-19,Payé,2026-02-15 18:34:36.726318
PRM_00044878,CTR_004836,2024-11-15,159.86,2024-11-17,Payé,2026-02-15 18:34:36.726366
PRM_00044879,CTR_004836,2024-12-15,159.86,,Impayé,2026-02-15 18:34:36.726402
PRM_00044880,CTR_004837,2023-04-12,69.21,2023-04-13,Payé,2026-02-15 18:34:36.726706
PRM_00044881,CTR_004837,2023-05-12,69.21,2023-05-15,Payé,2026-02-15 18:34:36.726777
PRM_00044882,CTR_004837,2023-06-11,69.21,2023-07-09,Retard,2026-02-15 18:34:36.726823
PRM_00044883,CTR_004837,2023-07-11,69.21,2023-07-13,Payé,2026-02-15 18:34:36.726866
PRM_00044884,CTR_004837,2023-08-10,69.21,2023-08-10,Payé,2026-02-15 18:34:36.726910
PRM_00044885,CTR_004837,2023-09-09,69.21,2023-09-09,Payé,2026-02-15 18:34:36.726953
PRM_00044886,CTR_004837,2023-10-09,69.21,2023-10-22,Retard,2026-02-15 18:34:36.726996
PRM_00044887,CTR_004837,2023-11-08,69.21,2023-11-08,Payé,2026-02-15 18:34:36.727035
PRM_00044888,CTR_004837,2023-12-08,69.21,2023-12-13,Payé,2026-02-15 18:34:36.727079
PRM_00044889,CTR_004837,2024-01-07,69.21,2024-01-09,Payé,2026-02-15 18:34:36.727123
PRM_00044890,CTR_004837,2024-02-06,69.21,2024-02-11,Payé,2026-02-15 18:34:36.727148
PRM_00044891,CTR_004837,2024-03-07,69.21,2024-03-07,Payé,2026-02-15 18:34:36.727169
PRM_00044892,CTR_004837,2024-04-06,69.21,2024-04-10,Payé,2026-02-15 18:34:36.727190
PRM_00044893,CTR_004837,2024-05-06,69.21,2024-05-06,Payé,2026-02-15 18:34:36.727210
PRM_00044894,CTR_004837,2024-06-05,69.21,2024-06-09,Payé,2026-02-15 18:34:36.727231
PRM_00044895,CTR_004837,2024-07-05,69.21,2024-07-09,Payé,2026-02-15 18:34:36.727252
PRM_00044896,CTR_004837,2024-08-04,69.21,2024-08-09,Payé,2026-02-15 18:34:36.727273
PRM_00044897,CTR_004837,2024-09-03,69.21,2024-09-08,Payé,2026-02-15 18:34:36.727293
PRM_00044898,CTR_004837,2024-10-03,69.21,2024-10-03,Payé,2026-02-15 18:34:36.727314
PRM_00044899,CTR_004837,2024-11-02,69.21,2024-11-03,Payé,2026-02-15 18:34:36.727335
PRM_00044900,CTR_004837,2024-12-02,69.21,2024-12-07,Payé,2026-02-15 18:34:36.727356
PRM_00044901,CTR_004838,2024-12-05,86.74,2024-12-06,Payé,2026-02-15 18:34:36.727594
PRM_00044902,CTR_004839,2024-12-20,65.74,2024-12-20,Payé,2026-02-15 18:34:36.727779
PRM_00044903,CTR_004840,2024-12-09,253.06,2024-12-30,Retard,2026-02-15 18:34:36.727991
PRM_00044904,CTR_004841,2024-11-29,109.1,2024-12-06,Retard,2026-02-15 18:34:36.728241
PRM_00044905,CTR_004841,2024-12-29,109.1,2025-01-02,Payé,2026-02-15 18:34:36.728291
PRM_00044906,CTR_004842,2024-10-29,59.35,2024-10-30,Payé,2026-02-15 18:34:36.728606
PRM_00044907,CTR_004842,2024-11-28,59.35,2024-11-30,Payé,2026-02-15 18:34:36.728635
PRM_00044908,CTR_004842,2024-12-28,59.35,2024-12-28,Payé,2026-02-15 18:34:36.728657
PRM_00044909,CTR_004843,2024-08-19,72.98,2024-08-22,Payé,2026-02-15 18:34:36.728965
PRM_00044910,CTR_004843,2024-09-18,72.98,2024-09-18,Payé,2026-02-15 18:34:36.729013
PRM_00044911,CTR_004843,2024-10-18,72.98,2024-10-23,Payé,2026-02-15 18:34:36.729055
PRM_00044912,CTR_004843,2024-11-17,72.98,2024-11-19,Payé,2026-02-15 18:34:36.729111
PRM_00044913,CTR_004843,2024-12-17,72.98,2024-12-18,Payé,2026-02-15 18:34:36.729148
PRM_00044914,CTR_004844,2024-03-28,51.21,2024-03-31,Payé,2026-02-15 18:34:36.729376
PRM_00044915,CTR_004844,2024-04-27,51.21,2024-04-30,Payé,2026-02-15 18:34:36.729400
PRM_00044916,CTR_004844,2024-05-27,51.21,2024-06-01,Payé,2026-02-15 18:34:36.729419
PRM_00044917,CTR_004844,2024-06-26,51.21,2024-06-30,Payé,2026-02-15 18:34:36.729440
PRM_00044918,CTR_004844,2024-07-26,51.21,2024-07-26,Payé,2026-02-15 18:34:36.729459
PRM_00044919,CTR_004844,2024-08-25,51.21,2024-08-28,Payé,2026-02-15 18:34:36.729479
PRM_00044920,CTR_004844,2024-09-24,51.21,2024-09-27,Payé,2026-02-15 18:34:36.729500
PRM_00044921,CTR_004844,2024-10-24,51.21,2024-10-27,Payé,2026-02-15 18:34:36.729519
PRM_00044922,CTR_004844,2024-11-23,51.21,2024-11-23,Payé,2026-02-15 18:34:36.729538
PRM_00044923,CTR_004844,2024-12-23,51.21,2024-12-23,Payé,2026-02-15 18:34:36.729558
PRM_00044924,CTR_004845,2023-05-26,125.42,2023-05-26,Payé,2026-02-15 18:34:36.729730
PRM_00044925,CTR_004845,2023-06-25,125.42,2023-06-26,Payé,2026-02-15 18:34:36.729772
PRM_00044926,CTR_004845,2023-07-25,125.42,2023-07-25,Payé,2026-02-15 18:34:36.729805
PRM_00044927,CTR_004845,2023-08-24,125.42,2023-08-29,Payé,2026-02-15 18:34:36.729826
PRM_00044928,CTR_004845,2023-09-23,125.42,2023-09-26,Payé,2026-02-15 18:34:36.729846
PRM_00044929,CTR_004845,2023-10-23,125.42,2023-10-28,Payé,2026-02-15 18:34:36.729866
PRM_00044930,CTR_004845,2023-11-22,125.42,2023-11-24,Payé,2026-02-15 18:34:36.729886
PRM_00044931,CTR_004845,2023-12-22,125.42,2024-01-04,Retard,2026-02-15 18:34:36.729907
PRM_00044932,CTR_004845,2024-01-21,125.42,2024-01-24,Payé,2026-02-15 18:34:36.729927
PRM_00044933,CTR_004845,2024-02-20,125.42,2024-02-25,Payé,2026-02-15 18:34:36.729946
PRM_00044934,CTR_004845,2024-03-21,125.42,2024-03-23,Payé,2026-02-15 18:34:36.729965
PRM_00044935,CTR_004845,2024-04-20,125.42,2024-04-23,Payé,2026-02-15 18:34:36.729986
PRM_00044936,CTR_004845,2024-05-20,125.42,2024-05-25,Payé,2026-02-15 18:34:36.730005
PRM_00044937,CTR_004845,2024-06-19,125.42,2024-06-24,Payé,2026-02-15 18:34:36.730024
PRM_00044938,CTR_004845,2024-07-19,125.42,2024-07-20,Payé,2026-02-15 18:34:36.730044
PRM_00044939,CTR_004845,2024-08-18,125.42,2024-08-19,Payé,2026-02-15 18:34:36.730063
PRM_00044940,CTR_004845,2024-09-17,125.42,2024-09-18,Payé,2026-02-15 18:34:36.730082
PRM_00044941,CTR_004845,2024-10-17,125.42,2024-10-20,Payé,2026-02-15 18:34:36.730102
PRM_00044942,CTR_004845,2024-11-16,125.42,2024-11-21,Payé,2026-02-15 18:34:36.730124
PRM_00044943,CTR_004845,2024-12-16,125.42,2024-12-19,Payé,2026-02-15 18:34:36.730160
PRM_00044944,CTR_004846,2023-05-24,165.89,2023-05-25,Payé,2026-02-15 18:34:36.730457
PRM_00044945,CTR_004846,2023-06-23,165.89,2023-07-05,Retard,2026-02-15 18:34:36.730503
PRM_00044946,CTR_004846,2023-07-23,165.89,2023-07-28,Payé,2026-02-15 18:34:36.730545
PRM_00044947,CTR_004846,2023-08-22,165.89,2023-08-22,Payé,2026-02-15 18:34:36.730584
PRM_00044948,CTR_004846,2023-09-21,165.89,2023-09-25,Payé,2026-02-15 18:34:36.730623
PRM_00044949,CTR_004846,2023-10-21,165.89,2023-10-25,Payé,2026-02-15 18:34:36.730662
PRM_00044950,CTR_004846,2023-11-20,165.89,2023-11-24,Payé,2026-02-15 18:34:36.730702
PRM_00044951,CTR_004846,2023-12-20,165.89,2023-12-21,Payé,2026-02-15 18:34:36.730727
PRM_00044952,CTR_004846,2024-01-19,165.89,2024-01-19,Payé,2026-02-15 18:34:36.730791
PRM_00044953,CTR_004846,2024-02-18,165.89,2024-02-19,Payé,2026-02-15 18:34:36.730837
PRM_00044954,CTR_004846,2024-03-19,165.89,2024-03-24,Payé,2026-02-15 18:34:36.730869
PRM_00044955,CTR_004846,2024-04-18,165.89,2024-04-20,Payé,2026-02-15 18:34:36.730890
PRM_00044956,CTR_004846,2024-05-18,165.89,2024-05-21,Payé,2026-02-15 18:34:36.730912
PRM_00044957,CTR_004846,2024-06-17,165.89,2024-06-21,Payé,2026-02-15 18:34:36.730949
PRM_00044958,CTR_004846,2024-07-17,165.89,2024-07-22,Payé,2026-02-15 18:34:36.730986
PRM_00044959,CTR_004846,2024-08-16,165.89,2024-08-20,Payé,2026-02-15 18:34:36.731026
PRM_00044960,CTR_004846,2024-09-15,165.89,2024-09-17,Payé,2026-02-15 18:34:36.731066
PRM_00044961,CTR_004846,2024-10-15,165.89,2024-10-17,Payé,2026-02-15 18:34:36.731106
PRM_00044962,CTR_004846,2024-11-14,165.89,2024-11-18,Payé,2026-02-15 18:34:36.731145
PRM_00044963,CTR_004846,2024-12-14,165.89,2024-12-16,Payé,2026-02-15 18:34:36.731183
PRM_00044964,CTR_004847,2024-12-18,156.96,2024-12-19,Payé,2026-02-15 18:34:36.731477
PRM_00044965,CTR_004848,2024-08-14,563.04,2024-08-14,Payé,2026-02-15 18:34:36.731778
PRM_00044966,CTR_004848,2024-09-13,563.04,2024-09-26,Retard,2026-02-15 18:34:36.731820
PRM_00044967,CTR_004848,2024-10-13,563.04,2024-10-13,Payé,2026-02-15 18:34:36.731842
PRM_00044968,CTR_004848,2024-11-12,563.04,2024-11-13,Payé,2026-02-15 18:34:36.731863
PRM_00044969,CTR_004848,2024-12-12,563.04,2024-12-12,Payé,2026-02-15 18:34:36.731882
PRM_00044970,CTR_004849,2024-08-31,101.68,2024-09-03,Payé,2026-02-15 18:34:36.732135
PRM_00044971,CTR_004849,2024-09-30,101.68,2024-09-30,Payé,2026-02-15 18:34:36.732159
PRM_00044972,CTR_004849,2024-10-30,101.68,2024-11-01,Payé,2026-02-15 18:34:36.732179
PRM_00044973,CTR_004849,2024-11-29,101.68,2024-11-29,Payé,2026-02-15 18:34:36.732198
PRM_00044974,CTR_004849,2024-12-29,101.68,2024-12-29,Payé,2026-02-15 18:34:36.732218
PRM_00044975,CTR_004850,2024-08-01,338.55,2024-08-02,Payé,2026-02-15 18:34:36.732397
PRM_00044976,CTR_004850,2024-08-31,338.55,2024-09-05,Payé,2026-02-15 18:34:36.732420
PRM_00044977,CTR_004850,2024-09-30,338.55,2024-10-04,Payé,2026-02-15 18:34:36.732440
PRM_00044978,CTR_004850,2024-10-30,338.55,2024-11-04,Payé,2026-02-15 18:34:36.732459
PRM_00044979,CTR_004850,2024-11-29,338.55,2024-12-03,Payé,2026-02-15 18:34:36.732480
PRM_00044980,CTR_004850,2024-12-29,338.55,2025-01-03,Payé,2026-02-15 18:34:36.732499
PRM_00044981,CTR_004851,2024-04-13,526.72,2024-04-14,Payé,2026-02-15 18:34:36.732667
PRM_00044982,CTR_004851,2024-05-13,526.72,2024-05-14,Payé,2026-02-15 18:34:36.732706
PRM_00044983,CTR_004851,2024-06-12,526.72,2024-06-13,Payé,2026-02-15 18:34:36.732745
PRM_00044984,CTR_004851,2024-07-12,526.72,2024-07-12,Payé,2026-02-15 18:34:36.732820
PRM_00044985,CTR_004851,2024-08-11,526.72,2024-08-11,Payé,2026-02-15 18:34:36.732861
PRM_00044986,CTR_004851,2024-09-10,526.72,2024-09-10,Payé,2026-02-15 18:34:36.732900
PRM_00044987,CTR_004851,2024-10-10,526.72,2024-10-12,Payé,2026-02-15 18:34:36.732942
PRM_00044988,CTR_004851,2024-11-09,526.72,2024-11-10,Payé,2026-02-15 18:34:36.732980
PRM_00044989,CTR_004851,2024-12-09,526.72,2024-12-14,Payé,2026-02-15 18:34:36.733019
PRM_00044990,CTR_004852,2024-06-24,95.2,2024-06-26,Payé,2026-02-15 18:34:36.733318
PRM_00044991,CTR_004852,2024-07-24,95.2,2024-07-24,Payé,2026-02-15 18:34:36.733361
PRM_00044992,CTR_004852,2024-08-23,95.2,2024-08-25,Payé,2026-02-15 18:34:36.733401
PRM_00044993,CTR_004852,2024-09-22,95.2,2024-09-22,Payé,2026-02-15 18:34:36.733441
PRM_00044994,CTR_004852,2024-10-22,95.2,2024-11-07,Retard,2026-02-15 18:34:36.733476
PRM_00044995,CTR_004852,2024-11-21,95.2,2024-11-25,Payé,2026-02-15 18:34:36.733498
PRM_00044996,CTR_004852,2024-12-21,95.2,2024-12-23,Payé,2026-02-15 18:34:36.733518
PRM_00044997,CTR_004853,2024-05-16,258.48,2024-05-19,Payé,2026-02-15 18:34:36.733721
PRM_00044998,CTR_004853,2024-06-15,258.48,2024-06-16,Payé,2026-02-15 18:34:36.733744
PRM_00044999,CTR_004853,2024-07-15,258.48,2024-07-17,Payé,2026-02-15 18:34:36.733765
PRM_00045000,CTR_004853,2024-08-14,258.48,2024-08-17,Payé,2026-02-15 18:34:36.733784
PRM_00045001,CTR_004853,2024-09-13,258.48,2024-09-18,Payé,2026-02-15 18:34:36.733804
PRM_00045002,CTR_004853,2024-10-13,258.48,2024-10-14,Payé,2026-02-15 18:34:36.733823
PRM_00045003,CTR_004853,2024-11-12,258.48,2024-11-15,Payé,2026-02-15 18:34:36.733842
PRM_00045004,CTR_004853,2024-12-12,258.48,2024-12-16,Payé,2026-02-15 18:34:36.733861
PRM_00045005,CTR_004854,2024-04-28,177.62,2024-04-29,Payé,2026-02-15 18:34:36.734074
PRM_00045006,CTR_004854,2024-05-28,177.62,2024-06-02,Payé,2026-02-15 18:34:36.734131
PRM_00045007,CTR_004854,2024-06-27,177.62,2024-06-28,Payé,2026-02-15 18:34:36.734167
PRM_00045008,CTR_004854,2024-07-27,177.62,2024-07-31,Payé,2026-02-15 18:34:36.734203
PRM_00045009,CTR_004854,2024-08-26,177.62,2024-08-26,Payé,2026-02-15 18:34:36.734239
PRM_00045010,CTR_004854,2024-09-25,177.62,2024-09-30,Payé,2026-02-15 18:34:36.734276
PRM_00045011,CTR_004854,2024-10-25,177.62,2024-10-25,Payé,2026-02-15 18:34:36.734314
PRM_00045012,CTR_004854,2024-11-24,177.62,2024-11-25,Payé,2026-02-15 18:34:36.734352
PRM_00045013,CTR_004854,2024-12-24,177.62,2024-12-26,Payé,2026-02-15 18:34:36.734389
PRM_00045014,CTR_004855,2024-10-06,100.13,2024-10-10,Payé,2026-02-15 18:34:36.734689
PRM_00045015,CTR_004855,2024-11-05,100.13,2024-11-07,Payé,2026-02-15 18:34:36.734726
PRM_00045016,CTR_004855,2024-12-05,100.13,2024-12-08,Payé,2026-02-15 18:34:36.734760
PRM_00045017,CTR_004856,2024-06-12,40.12,2024-06-16,Payé,2026-02-15 18:34:36.735156
PRM_00045018,CTR_004856,2024-07-12,40.12,2024-07-14,Payé,2026-02-15 18:34:36.735204
PRM_00045019,CTR_004856,2024-08-11,40.12,2024-08-16,Payé,2026-02-15 18:34:36.735351
PRM_00045020,CTR_004856,2024-09-10,40.12,,Impayé,2026-02-15 18:34:36.735395
PRM_00045021,CTR_004856,2024-10-10,40.12,2024-10-14,Payé,2026-02-15 18:34:36.735437
PRM_00045022,CTR_004856,2024-11-09,40.12,2024-11-11,Payé,2026-02-15 18:34:36.735476
PRM_00045023,CTR_004856,2024-12-09,40.12,2024-12-09,Payé,2026-02-15 18:34:36.735513
PRM_00045024,CTR_004857,2024-07-16,86.1,2024-07-20,Payé,2026-02-15 18:34:36.736217
PRM_00045025,CTR_004857,2024-08-15,86.1,2024-08-20,Payé,2026-02-15 18:34:36.736281
PRM_00045026,CTR_004857,2024-09-14,86.1,2024-09-18,Payé,2026-02-15 18:34:36.736318
PRM_00045027,CTR_004857,2024-10-14,86.1,2024-10-18,Payé,2026-02-15 18:34:36.736353
PRM_00045028,CTR_004857,2024-11-13,86.1,2024-11-16,Payé,2026-02-15 18:34:36.736388
PRM_00045029,CTR_004857,2024-12-13,86.1,2024-12-14,Payé,2026-02-15 18:34:36.736422
PRM_00045030,CTR_004858,2024-12-07,826.19,2024-12-09,Payé,2026-02-15 18:34:36.736831
PRM_00045031,CTR_004859,2024-02-04,140.67,2024-02-08,Payé,2026-02-15 18:34:36.737304
PRM_00045032,CTR_004859,2024-03-05,140.67,2024-03-10,Payé,2026-02-15 18:34:36.737352
PRM_00045033,CTR_004859,2024-04-04,140.67,2024-04-04,Payé,2026-02-15 18:34:36.737388
PRM_00045034,CTR_004859,2024-05-04,140.67,2024-05-24,Retard,2026-02-15 18:34:36.737426
PRM_00045035,CTR_004859,2024-06-03,140.67,2024-06-05,Payé,2026-02-15 18:34:36.737464
PRM_00045036,CTR_004859,2024-07-03,140.67,2024-07-04,Payé,2026-02-15 18:34:36.737504
PRM_00045037,CTR_004859,2024-08-02,140.67,2024-08-03,Payé,2026-02-15 18:34:36.737542
PRM_00045038,CTR_004859,2024-09-01,140.67,2024-09-05,Payé,2026-02-15 18:34:36.737581
PRM_00045039,CTR_004859,2024-10-01,140.67,2024-10-04,Payé,2026-02-15 18:34:36.737619
PRM_00045040,CTR_004859,2024-10-31,140.67,2024-10-31,Payé,2026-02-15 18:34:36.737658
PRM_00045041,CTR_004859,2024-11-30,140.67,2024-12-11,Retard,2026-02-15 18:34:36.737698
PRM_00045042,CTR_004859,2024-12-30,140.67,2025-01-04,Payé,2026-02-15 18:34:36.737739
PRM_00045043,CTR_004860,2024-06-16,364.63,2024-06-18,Payé,2026-02-15 18:34:36.738121
PRM_00045044,CTR_004860,2024-07-16,364.63,2024-07-19,Payé,2026-02-15 18:34:36.738146
PRM_00045045,CTR_004860,2024-08-15,364.63,2024-08-18,Payé,2026-02-15 18:34:36.738166
PRM_00045046,CTR_004860,2024-09-14,364.63,2024-09-17,Payé,2026-02-15 18:34:36.738186
PRM_00045047,CTR_004860,2024-10-14,364.63,2024-11-05,Retard,2026-02-15 18:34:36.738205
PRM_00045048,CTR_004860,2024-11-13,364.63,2024-12-04,Retard,2026-02-15 18:34:36.738241
PRM_00045049,CTR_004860,2024-12-13,364.63,2024-12-17,Payé,2026-02-15 18:34:36.738280
PRM_00045050,CTR_004861,2024-07-11,448.84,2024-07-14,Payé,2026-02-15 18:34:36.738634
PRM_00045051,CTR_004861,2024-08-10,448.84,2024-08-10,Payé,2026-02-15 18:34:36.738660
PRM_00045052,CTR_004861,2024-09-09,448.84,2024-09-18,Retard,2026-02-15 18:34:36.738680
PRM_00045053,CTR_004861,2024-10-09,448.84,2024-11-06,Retard,2026-02-15 18:34:36.738705
PRM_00045054,CTR_004861,2024-11-08,448.84,2024-11-12,Payé,2026-02-15 18:34:36.738740
PRM_00045055,CTR_004861,2024-12-08,448.84,2024-12-13,Payé,2026-02-15 18:34:36.738777
PRM_00045056,CTR_004862,2023-09-01,426.34,2023-09-01,Payé,2026-02-15 18:34:36.739254
PRM_00045057,CTR_004862,2023-10-01,426.34,2023-10-02,Payé,2026-02-15 18:34:36.739312
PRM_00045058,CTR_004862,2023-10-31,426.34,2023-11-02,Payé,2026-02-15 18:34:36.739355
PRM_00045059,CTR_004862,2023-11-30,426.34,2023-11-30,Payé,2026-02-15 18:34:36.739396
PRM_00045060,CTR_004862,2023-12-30,426.34,2024-01-04,Payé,2026-02-15 18:34:36.739438
PRM_00045061,CTR_004862,2024-01-29,426.34,2024-02-06,Retard,2026-02-15 18:34:36.739468
PRM_00045062,CTR_004862,2024-02-28,426.34,2024-03-02,Payé,2026-02-15 18:34:36.739499
PRM_00045063,CTR_004862,2024-03-29,426.34,2024-04-02,Payé,2026-02-15 18:34:36.739541
PRM_00045064,CTR_004862,2024-04-28,426.34,2024-04-28,Payé,2026-02-15 18:34:36.739581
PRM_00045065,CTR_004862,2024-05-28,426.34,2024-06-19,Retard,2026-02-15 18:34:36.739626
PRM_00045066,CTR_004862,2024-06-27,426.34,2024-07-22,Retard,2026-02-15 18:34:36.739668
PRM_00045067,CTR_004862,2024-07-27,426.34,2024-07-30,Payé,2026-02-15 18:34:36.739709
PRM_00045068,CTR_004862,2024-08-26,426.34,2024-08-30,Payé,2026-02-15 18:34:36.739748
PRM_00045069,CTR_004862,2024-09-25,426.34,2024-09-26,Payé,2026-02-15 18:34:36.739789
PRM_00045070,CTR_004862,2024-10-25,426.34,2024-10-28,Payé,2026-02-15 18:34:36.739824
PRM_00045071,CTR_004862,2024-11-24,426.34,2024-11-25,Payé,2026-02-15 18:34:36.739847
PRM_00045072,CTR_004862,2024-12-24,426.34,2024-12-29,Payé,2026-02-15 18:34:36.739867
PRM_00045073,CTR_004863,2023-11-08,69.99,2023-11-11,Payé,2026-02-15 18:34:36.740186
PRM_00045074,CTR_004863,2023-12-08,69.99,2023-12-10,Payé,2026-02-15 18:34:36.740210
PRM_00045075,CTR_004863,2024-01-07,69.99,2024-01-12,Payé,2026-02-15 18:34:36.740231
PRM_00045076,CTR_004863,2024-02-06,69.99,2024-02-06,Payé,2026-02-15 18:34:36.740257
PRM_00045077,CTR_004863,2024-03-07,69.99,2024-03-11,Payé,2026-02-15 18:34:36.740295
PRM_00045078,CTR_004863,2024-04-06,69.99,2024-04-08,Payé,2026-02-15 18:34:36.740333
PRM_00045079,CTR_004863,2024-05-06,69.99,2024-05-11,Payé,2026-02-15 18:34:36.740372
PRM_00045080,CTR_004863,2024-06-05,69.99,,Impayé,2026-02-15 18:34:36.740404
PRM_00045081,CTR_004863,2024-07-05,69.99,2024-07-05,Payé,2026-02-15 18:34:36.740442
PRM_00045082,CTR_004863,2024-08-04,69.99,2024-08-05,Payé,2026-02-15 18:34:36.740479
PRM_00045083,CTR_004863,2024-09-03,69.99,2024-09-07,Payé,2026-02-15 18:34:36.740518
PRM_00045084,CTR_004863,2024-10-03,69.99,2024-10-08,Payé,2026-02-15 18:34:36.740558
PRM_00045085,CTR_004863,2024-11-02,69.99,2024-11-07,Payé,2026-02-15 18:34:36.740597
PRM_00045086,CTR_004863,2024-12-02,69.99,2024-12-05,Payé,2026-02-15 18:34:36.740637
PRM_00045087,CTR_004864,2024-07-24,90.4,2024-07-27,Payé,2026-02-15 18:34:36.740999
PRM_00045088,CTR_004864,2024-08-23,90.4,2024-08-26,Payé,2026-02-15 18:34:36.741043
PRM_00045089,CTR_004864,2024-09-22,90.4,2024-09-26,Payé,2026-02-15 18:34:36.741084
PRM_00045090,CTR_004864,2024-10-22,90.4,2024-10-22,Payé,2026-02-15 18:34:36.741125
PRM_00045091,CTR_004864,2024-11-21,90.4,2024-11-21,Payé,2026-02-15 18:34:36.741151
PRM_00045092,CTR_004864,2024-12-21,90.4,2024-12-23,Payé,2026-02-15 18:34:36.741171
PRM_00045093,CTR_004865,2022-12-03,20.34,2022-12-05,Payé,2026-02-15 18:34:36.741386
PRM_00045094,CTR_004865,2023-01-02,20.34,2023-01-08,Retard,2026-02-15 18:34:36.741425
PRM_00045095,CTR_004865,2023-02-01,20.34,2023-02-04,Payé,2026-02-15 18:34:36.741464
PRM_00045096,CTR_004865,2023-03-03,20.34,2023-03-05,Payé,2026-02-15 18:34:36.741497
PRM_00045097,CTR_004865,2023-04-02,20.34,2023-04-06,Payé,2026-02-15 18:34:36.741524
PRM_00045098,CTR_004865,2023-05-02,20.34,2023-05-02,Payé,2026-02-15 18:34:36.741562
PRM_00045099,CTR_004865,2023-06-01,20.34,2023-06-03,Payé,2026-02-15 18:34:36.741600
PRM_00045100,CTR_004865,2023-07-01,20.34,2023-07-01,Payé,2026-02-15 18:34:36.741637
PRM_00045101,CTR_004865,2023-07-31,20.34,2023-07-31,Payé,2026-02-15 18:34:36.741675
PRM_00045102,CTR_004865,2023-08-30,20.34,2023-09-02,Payé,2026-02-15 18:34:36.741714
PRM_00045103,CTR_004865,2023-09-29,20.34,2023-09-30,Payé,2026-02-15 18:34:36.741754
PRM_00045104,CTR_004865,2023-10-29,20.34,2023-10-31,Payé,2026-02-15 18:34:36.741796
PRM_00045105,CTR_004865,2023-11-28,20.34,2023-12-01,Payé,2026-02-15 18:34:36.741836
PRM_00045106,CTR_004865,2023-12-28,20.34,2024-01-02,Payé,2026-02-15 18:34:36.741878
PRM_00045107,CTR_004865,2024-01-27,20.34,2024-01-27,Payé,2026-02-15 18:34:36.741919
PRM_00045108,CTR_004865,2024-02-26,20.34,2024-03-02,Payé,2026-02-15 18:34:36.741947
PRM_00045109,CTR_004865,2024-03-27,20.34,2024-03-30,Payé,2026-02-15 18:34:36.741967
PRM_00045110,CTR_004865,2024-04-26,20.34,2024-05-01,Payé,2026-02-15 18:34:36.741986
